sample_id,host_animal_species,animal_infection_site_uti,mic_id,num,equal,value
AL36849PPY10008,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY10042,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
CO80526PPY10081,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
CO80526PPY10093,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
FL34741PPY10003,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
FL34741PPY10021,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY10121,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY10141,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY10032,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY10188,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY10062,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY10094,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY10082,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY10093,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY10005,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY15019,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NY14853PPY10022,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NY14853PPY10165,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
OH43068PPY10027,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
SD57007PPY10001,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
SD57007PPY10089,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
TX77840PPY10838,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
TX77840PPY11714,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY10024,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY10051,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
WI53706PPY10161,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
WI53706PPY10184,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY10001,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY10052,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
CO80526PPY10041,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
CO80526PPY10059,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY10081,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY10103,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY10024,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY10174,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY10002,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY10084,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY10083,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY10087,Canis familiaris,UTI/urine/urinary tract,amikacin,8,=,=8
MO65211PPY10003,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY15006,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
NE68583PPY10034,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NE68583PPY10133,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NY14853PPY10003,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NY14853PPY10073,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
OH43068PPY10064,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
SD57007PPY10006,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
SD57007PPY10087,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
TX77840PPY10812,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
TX77840PPY10871,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY10004,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY10069,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
WI53706PPY10178,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
WI53706PPY10194,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY10067,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY10085,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
CA95616PPY10118,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
CA95616PPY10185,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
CO80526PPY10196,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
CO80526PPY10201,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
FL34741PPY10002,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
FL34741PPY10012,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY10281,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY10299,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY10057,Equus caballus,UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY10249,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY10028,Equus caballus,Not UTI/urine/urinary tract,amikacin,32,>,>32
KY40511PPY10087,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY10032,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY14006,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NE68583PPY10116,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NE68583PPY10163,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NY14853PPY10006,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NY14853PPY10171,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
PA19348PPY10015,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
SD57007PPY10014,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
TX77840PPY10792,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
TX77840PPY11408,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY10192,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY20021,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY20148,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY20163,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
CO80526PPY20093,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
CO80526PPY20188,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
CO80526PPY20255,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
CO80526PPY20279,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
FL34741PPY20005,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
FL34741PPY20052,Felis catus,Not UTI/urine/urinary tract,amikacin,8,=,=8
FL34741PPY20069,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY20095,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY20108,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY20112,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY20291,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY20393,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY20461,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY20571,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KS66506PPY20017,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KS66506PPY20112,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KS66506PPY20169,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY20012,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY20134,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY20158,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY20304,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
LA70803PPY20013,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY20040,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY20043,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY20119,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY20147,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY20155,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY20176,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY21206,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY21216,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY21217,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY21231,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
MS39208PPY20019,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
ND58102PPY20036,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
ND58102PPY20137,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
ND58102PPY20190,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
ND58102PPY20299,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NE68583PPY20003,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NE68583PPY20033,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NE68583PPY20138,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NE68583PPY20223,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NY14853PPY20043,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
NY14853PPY20295,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NY14853PPY20368,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
NY14853PPY20417,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
NY14853PPY20444,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
SD57007PPY20366,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
SD57007PPY20368,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
TX77840PPY20009,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
TX77840PPY20036,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
TX77840PPY20125,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
TX77840PPY20171,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY20127,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY20139,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY20181,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY20234,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
WI53706PPY20026,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
WI53706PPY20133,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY20023,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY20062,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY20096,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY20137,Canis familiaris,Not UTI/urine/urinary tract,amikacin,8,=,=8
AL36849PPY20157,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
CO80526PPY20336,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
CO80526PPY20374,Canis familiaris,UTI/urine/urinary tract,amikacin,8,=,=8
FL34741PPY20021,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
FL34741PPY20053,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
FL34741PPY20080,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
FL34741PPY20095,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY20001,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY20013,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY20042,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY20299,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY20306,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY20388,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY20482,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY20565,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KS66506PPY20021,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KS66506PPY20059,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KS66506PPY20096,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KS66506PPY20185,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY20014,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY20105,Canis familiaris,Not UTI/urine/urinary tract,amikacin,16,=,=16
KY40511PPY20167,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY20170,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY20285,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
LA70803PPY20005,Canis familiaris,Not UTI/urine/urinary tract,amikacin,8,=,=8
LA70803PPY20015,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
LA70803PPY20034,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
LA70803PPY20065,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
LA70803PPY24120,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY20012,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY20085,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY20150,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY20188,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY21001,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY21042,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY21084,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
ND58102PPY20150,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
ND58102PPY20196,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
ND58102PPY20279,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NE68583PPY20013,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NE68583PPY20061,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NE68583PPY20134,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NE68583PPY20231,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NY14853PPY10326,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NY14853PPY20274,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
OH43068PPY20049,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
OH43068PPY20064,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
OH43068PPY20092,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
SD57007PPY20301,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
SD57007PPY20307,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
SD57007PPY20311,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
SD57007PPY20324,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
TX77840PPY20002,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
TX77840PPY20019,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
TX77840PPY20119,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
TX77840PPY20161,Canis familiaris,Not UTI/urine/urinary tract,amikacin,16,=,=16
WA99164PPY20106,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY20131,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY20144,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY20178,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY20197,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY20219,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY20223,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
WI53706PPY20002,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
WI53706PPY20004,Canis familiaris,UTI/urine/urinary tract,amikacin,4,<=,<=4
WI53706PPY20023,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
WI53706PPY20132,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
WI53706PPY20282,Canis familiaris,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY10195,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY20070,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY20090,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY20176,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
CA95616PPY20060,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
CA95616PPY20125,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
CA95616PPY20156,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
CA95616PPY20198,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
CO80526PPY20014,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
CO80526PPY20151,Equus caballus,Not UTI/urine/urinary tract,amikacin,8,=,=8
CO80526PPY20239,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
FL34741PPY20010,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
FL34741PPY20023,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY20282,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY20288,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY20295,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY20347,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY20386,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY20481,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY20016,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY20017,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY20034,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY20149,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY20256,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY40511PPY20284,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
LA70803PPY20069,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
LA70803PPY27733,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY20107,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY20131,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY20151,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY20181,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY20801,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY20826,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY20836,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY20847,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MS39208PPY10221,Equus caballus,Not UTI/urine/urinary tract,amikacin,8,=,=8
MS39208PPY20041,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NE68583PPY20110,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NE68583PPY20197,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NY14853PPY20084,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NY14853PPY20281,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NY14853PPY20396,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
NY14853PPY20399,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
OH43068PPY20046,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
OH43068PPY20087,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
PA16802PPY20027,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
PA17110PPY20051,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
PA19348PPY20025,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
SD57007PPY20236,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
TX77840PPY20001,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
TX77840PPY20014,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
TX77840PPY20160,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY20114,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY20138,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY20167,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
WA99164PPY20238,Equus caballus,UTI/urine/urinary tract,amikacin,4,<=,<=4
WI53706PPY20003,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
WI53706PPY20182,Equus caballus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY30002,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY30036,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
AL36849PPY30115,Felis catus,Not UTI/urine/urinary tract,amikacin,8,=,=8
AL36849PPY30135,Felis catus,UTI/urine/urinary tract,amikacin,8,=,=8
FL34741PPY30058,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY30076,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY30077,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY30083,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30602PPY30097,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
GA30606PPY30066,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IA50014PPY30404,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
IA50014PPY30415,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY30013,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY30044,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY30067,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY30100,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY30180,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
IN47907PPY30180.1,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KS66506PPY30016,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KS66506PPY30046,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KS66506PPY30166,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KS66506PPY30230,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
kY40511PPY30015,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
kY40511PPY30076,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY42240PPY30016,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
KY42240PPY30029,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
LA70803PPY30003,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
LA70803PPY30049,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
LA70803PPY30105,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
LA70803PPY30145,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY30001,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MI48910PPY30123,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY31201,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY31216,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY31220,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
MO65211PPY31222,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
MS39208PPY30087,Felis catus,UTI/urine/urinary tract,amikacin,4,<=,<=4
MS39208PPY30139,Felis catus,Not UTI/urine/urinary tract,amikacin,4,<=,<=4
